"website","hotelStars","city","state","postalCode","description","location/lat","location/lng","categoryName","title","address","hotelDescription","phone","imageUrl","url","imagesCount"
,,"Ujjain","Madhya Pradesh","456003",,"23.2198921","75.7695999","Restaurant","Shree bhairav kripa family restaurant","Kal Bhairav road, near central jail, Ujjain, Madhya Pradesh 456003, India",,"+91 98276 60173","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-1DlVHpHfb81hRPu8_vaIf8EHf3c-cB7OPqqtprWug02acTBVmymSg8Ezo_G6C0pnMrhrCE5QA-IGwT1vQVce0PGNDv-bM5PEuisd_6BzMJJvWjy4Vv9QCdb2hBAWO4A69As=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Shree%20bhairav%20kripa%20family%20restaurant&query_place_id=ChIJfWQ3_YR3YzkRM10sXVti3Uw","22"
,,"Ujjain","Madhya Pradesh",,,"23.2080146","75.7703184","Family restaurant","Aahargraham","6Q5C+644, in front of sthirman Ganesh gadkalika mandir, Urdupura, Ujjain, Madhya Pradesh 456006, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noUSJzAVhdOw7HBeMHkE6uuzzcFgC4wWBXoNKkEnBiEHHH8kfM6nPLW5VuOa2whzfzCY-bqpfYE-DYQwW-E_ftGeFpMPX98PJ8YP21LvW77zxSEuok1i-MqkYtUVf3FW8bV4I2B=w426-h240-k-no","https://www.google.com/maps/search/?api=1&query=Aahargraham&query_place_id=ChIJe6u2WGl3YzkRl8i8Mak92rw","8"
,,"Ujjain","Madhya Pradesh","456006",,"23.1915152","75.7769726","Restaurant","Madhur Bakery And Restaurant","Nikas Chooraha, 1, Lala Lajpat Rai Marg, Malipura, Ujjain, Madhya Pradesh 456006, India",,"+91 94258 29636","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkeR26lSSXRzOBw8uyJDJ7AyuiJkBhNoyMbp7oh0ol7_1qSzZsbSuZI2dzkipzgc1w87g2ZKboKGuNTAUow93dQZ0-XulFFsNRykvQVBJZ537gmx5-jjmJLYeXlZlYFCz5-QKe=w426-h240-k-no","https://www.google.com/maps/search/?api=1&query=Madhur%20Bakery%20And%20Restaurant&query_place_id=ChIJRf9bJp11YzkR3h9rGlhgNo8","78"
,,"Ujjain","Madhya Pradesh","456006",,"23.1960203","75.7772098","Restaurant","Solanki Restaurant","62, Ankpat Marg, Awantipura, Geeta Colony, Ujjain, Madhya Pradesh 456006, India",,"+91 99777 16424","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqipKgQ863tIHVOy9f6T3_zzO0koiL7TDQRNhkR-LSA99AtxAGO9kfuNzMZgQ03e6pLC-T_tvctdp1J66UdsuoDWaCckpMxFjiSGwFVQZBfe0VwSGIx175BpQ8fZcaT2-tGVlUycg=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Solanki%20Restaurant&query_place_id=ChIJj8QCkCR0YzkRgFlTJ1BEokc","18"
,,"Ujjain","Madhya Pradesh","456006",,"23.2111316","75.7830473","Restaurant","Gopika Restaurant Ujjain","Sandipani Asram k Samne, Mangalnath Marg, Ujjain, Madhya Pradesh 456006, India",,"+91 98272 12977","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNIUbNSDolF4T0kEvtWFb5CPpqsvwU6Q7V4Ae0uHczDerQjRkLmKb-5iwtNFyUfOE2ANtIlpXM5DZuf0qyya8Y1Ie_JJmf-t8h1r1_1PpU4oQr3ldM2RCzk2GD4Qj112Wi_gAW=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Gopika%20Restaurant%20Ujjain&query_place_id=ChIJnYfNKs13YzkRLcsVd3WktTU","303"
,,,"Madhya Pradesh","456003",,"23.2290565","75.7671028","Vegetarian restaurant","Shree Mahankal Restaurant and Dhaba","6QH8+JRH, Ujjain Ring Rd, Madhya Pradesh 456003, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noI2EmKmolQ04gJcdSljq2iX6YYXldg9cJ9zY6HNJRZ2AObjLW4tp6RI96FzS2o6aOhAUGe4W6AzrAdLTAu9E77-ppsiq2APsk6ba2-9eEsNh5k71o37W7DjqqNh8L6DwHrdE8hFg=w426-h240-k-no","https://www.google.com/maps/search/?api=1&query=Shree%20Mahankal%20Restaurant%20and%20Dhaba&query_place_id=ChIJEzNRRcJ3YzkRKQ-R_MZRdjM","26"
,,"Ujjain","Madhya Pradesh","456001",,"23.2001029","75.7692914","Restaurant","Shree radha madhav restaurant","near Rinmukteshwar mhadev bridge, Shri, Bharthari Gufa Rd, in front of Sant Ravi Das marg, Madhya Pradesh 456001, India",,"+91 92448 01212","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSrIQ9GKpX6mg9Idl_Ie3QYq1b9QmU0N1uvzf41fK_a5w7Ysoyy2XZyxC7gJOrblS3ofDO89V_q30Jr0Cj-GkEsW4fzz1tBjiRpfev-AEO1ZHcKpJI8a7LeGftoDWyEUpz4SZz=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Shree%20radha%20madhav%20restaurant&query_place_id=ChIJUbZUZwB1YzkREp7TtqsMWuI","106"
,,"Ujjain, Gonsa","Madhya Pradesh","456006",,"23.2082867","75.7499858","Restaurant","Shree Radhe Radhe Family Restaurant And Bhojnalaya","Gonsa ganv, inner, Ring Rd, Ujjain, Madhya Pradesh 456006, India",,"+91 87700 34155","https://lh3.googleusercontent.com/p/AF1QipPpJeAkjY-n6wrjBjdwixPIRiiyHoTWCd0xYuUx=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Shree%20Radhe%20Radhe%20Family%20Restaurant%20And%20Bhojnalaya&query_place_id=ChIJW_c6oN13YzkR1bftwLqqEHA","37"
,,,"Madhya Pradesh",,,"23.230216","75.772173","Dhaba","Chaudhary Restaurant","18, Ingoriya - Unhel Rd, Bhairavgad Chauraha, Madhya Pradesh 456003, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrddWs9polSwjkLd5af9x6vmfiSonDBnSq3vY2tafNqEFWK7tFAjV2dt094tCtMaGuFT_zo2XgSraW6tNp81k0sW1qmp7uPlIGjbT45IfqsW9arIH49bpihyFXK726A5s41AKA=w425-h240-k-no","https://www.google.com/maps/search/?api=1&query=Chaudhary%20Restaurant&query_place_id=ChIJn_GHYe12YzkRXn34Pe8Hqxg","27"
,,"Ujjain","Madhya Pradesh","456006",,"23.2021718","75.7735079","Restaurant","Restaurant Om Shanti","Pipli Naka Chouraha, Ujjain, Madhya Pradesh 456006, India",,"+91 88718 84858","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrznm0wBgU5SAZOSkiBQCPz5lPS7uivRW0A8TFQ0qiWzSekXBehp19mI-72ONfbbcw0BZU7h7CqFRFcIK_Sc72eVCPvqf9MX2YiA2aErIhqS3zAsSvon2-r_oQCFChSHjPwyJIEsw=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Restaurant%20Om%20Shanti&query_place_id=ChIJRVSDSiZ0YzkRma64b1suUR8","225"
,,"Ujjain","Madhya Pradesh","456006",,"23.1897397","75.7712564","North Indian restaurant","Zam Zam Family Restaurant","44, near Mazar-E-Najmi, opposite Kadarpura Masjid, Kamri Marg, Ujjain, Madhya Pradesh 456006, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGXvde04VGFhO0TSR3ZT_sreT260Rk4_6VOPZjUi5r3PGonJiMFjDvzYikBLlR6HgVwWSWLMgP9Lh3m7h7rrsCxEFSLvcBeckXR2xPbSC-LRl_ZI8u6m_AwEEmwETkVbDTEmjqaA=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Zam%20Zam%20Family%20Restaurant&query_place_id=ChIJEdQZ-RV1YzkRHlQZZ2ryM8Y","19"
,,"Ujjain","Madhya Pradesh","456010",,"23.1840765","75.7704833","Restaurant","भोज-Yumm Restaurant","Shree Chobis Khamba, 4 Gali no 2, Bharat Mata Mandir Marg, near Mahakal Madir, Ujjain, Madhya Pradesh 456010, India",,,"https://lh3.googleusercontent.com/p/AF1QipP4c-_fagdzmKZVctjzkOE9mMrO1yIj1yeAwnSi=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=%E0%A4%AD%E0%A5%8B%E0%A4%9C-Yumm%20Restaurant&query_place_id=ChIJ_7oXGbh1YzkRu75NZzxfhA8","48"
,,"Ujjain","Madhya Pradesh",,,"23.2118015","75.7748327","Family restaurant","Maa narmada restaurant and family dhabha","6Q6F+PWG, Bherugarh road, Ujjain, Madhya Pradesh 456006, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2rCJclH7Jyhau0w_89mkkxczU0bk1UvPEPjbpjLdSZW49v2hj7IosLtnSpeiSH9PMw-Mr9tXpI7TE3tIS0lVwiFTMSYp8E57pWozICKuJOtY8cmRathuRGGcPeviKj5TAi98IlCaJ5ooN=w408-h307-k-no","https://www.google.com/maps/search/?api=1&query=Maa%20narmada%20restaurant%20and%20family%20dhabha&query_place_id=ChIJOzNu5d93YzkRHJjzs1l01Ww","31"
,,"Ujjain","Madhya Pradesh","456006",,"23.206756","75.7714136","Restaurant","Ananya restaurants","gadkalika road, near sankhla farmhouse, Urdupura, Ujjain, Madhya Pradesh 456006, India",,"+91 62326 48280","https://lh3.googleusercontent.com/p/AF1QipOF-V4gTl7klRLpYEtFJj1xXJ-b3Xl2Sx4QpGSj=w532-h240-k-no","https://www.google.com/maps/search/?api=1&query=Ananya%20restaurants&query_place_id=ChIJLwwNnPJ3YzkRW9IHuWZ2F8A","8"
,,"Ujjain, Gonsa","Madhya Pradesh",,,"23.2049564","75.7674659","Dhaba","Kalidas Restaurant","6Q38+XXP, Bhartrihari, Gufa, Ujjain, Gonsa, Madhya Pradesh 456006, India",,"+91 74156 45936","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no4SO2zdxZk2roNB9gtdwFoxMKzBBqPKc8jhRT7qwXcQl9JtuA5ExRT2M3dWCWePtF0yZQvgN-S-pOuWtbaZ6IZUX1t_abxIMgWe33Us8pgMmydbHUhacSISsblDsEoY5sRYsTC=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Kalidas%20Restaurant&query_place_id=ChIJF468C4J2YzkRZzLUWoIO7hk","25"
,,"Ujjain","Madhya Pradesh","456006",,"23.1890997","75.7721508","Restaurant","Tawakkal restaurant","Anda gali, near hadri bekry, Ujjain, Madhya Pradesh 456006, India",,"+91 72239 81762","https://lh3.googleusercontent.com/p/AF1QipOYhftthIzxIWKC2sH1jpR-eIRauAVqrSfwPuNz=w408-h819-k-no","https://www.google.com/maps/search/?api=1&query=Tawakkal%20restaurant&query_place_id=ChIJC496pjZ1YzkR_0lDOmSkHzQ","10"
,,"Goyala Buzurg","Madhya Pradesh","456003",,"23.2307009","75.7684402","Breakfast restaurant","Murliwala Restaurant","6QJ9+79P Bhairavgad Chauraha, Goyala Buzurg, Madhya Pradesh 456003, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMHRISCIMWuIceYxP7NgtO9J5KL4rCCwBIOQmIkhHwxZIwkjmuBkLsNT6Eaa-XZvKDxqtPS4-2J3HoE8hk5sIKqklfqPkByQcXTxjx8ASN_5ZNHuvW-zsHLQ0F7ZCv28CNrdCH=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Murliwala%20Restaurant&query_place_id=ChIJXyYiFAB3YzkRBokRjtne5PU","6"
,,"Ujjain","Madhya Pradesh","456006",,"23.1881018","75.7745501","Indian restaurant","Bholaguru & son's","25 Ram ji ki Galli, Mirza Naim Beg Marg, near Sarfa Bazar, Ujjain, Madhya Pradesh 456006, India",,"+91 70001 52328","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrp9WCcWe863uq_QP-uNoZtPE3KyspLIg2a-2Cyfxk1_AV96aME_GP5vqbsLuDDLn2Mlolr3j730zZstFk2MBwe7XY3iAh6MDRfpsGkaHw9W7aEViR4Cgf1oQsyeSRxPGpsW49G=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Bholaguru%20%26%20son's&query_place_id=ChIJ6zJnKTp0YzkRL9XyD85uMZY","796"
,,"Ujjain","Madhya Pradesh","456003",,"23.2313588","75.7684454","Fast food restaurant","Sisodiya Restaurant","Shadu Mata Chauraha, Unhel Road, Bherugarh, Ujjain, Madhya Pradesh 456003, India",,"+91 74899 13441","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojzoju99Clq168EB4L0AfKAL9gOX6n6PRNx5FMoS_B_bGETJwoQNJhctVIrtlAPEyf0DBhdDsUXyaCQcyi7OAoiTtX_pRayJXiN9VZuQtksxE3OOExgD5Qtp8VUytnWO33QuMq=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Sisodiya%20Restaurant&query_place_id=ChIJu7pYEEx3YzkRXl5Z1nYDX1k","6"
,,"Ujjain","Madhya Pradesh","456006",,"23.1899507","75.7673072","Family restaurant","Jain restaurant","5QQ8+XWM, Danigate, Ujjain, Madhya Pradesh 456006, India",,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0M5bicvuNu3Y-hbPdHCqp0FEUa_2t3lGNsrAvZ_k7UBd_mDm-4s4zlDrUQaXIOcOlTcYdU74vdBsAJMsQ3vTOBCdvb2hgYFT5Vu7wOY1rzoYfiHjp1q6Z9Bq1iVTKzTVCAN2g=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Jain%20restaurant&query_place_id=ChIJ7QjPby11YzkRrURYQ0JWcWE","3"
"http://abikahotels.com/","3-star hotel","Ujjain","Madhya Pradesh","456006","Sleek rooms & suites in a modern hotel offering 2 restaurants, plus complimentary Wi-Fi & parking.","23.1897383","75.7804949","Hotel","Hotel Abika Elite","4 2, Nazar Ali Marg, Nijatpura, Malipura, Ujjain, Madhya Pradesh 456006, India","Set in a commercial area, this contemporary hotel is 2 km from both Ujjain Junction train station and Mahakaleshwar Jyotirlinga, a Hindu temple dating from the 6th century B.C.
 Streamlined rooms include free Wi-Fi, flat-screen TVs, minibars, and tea and coffeemaking facilities. Suites provide sitting areas. Room service is available 24/7. Kids age 4 and under (1 per room) stay at no extra cost with an adult.
 Parking is complimentary. There are 2 restaurants, 1 on the rooftop. Breakfast is available for a fee.","+91 734 401 0000","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonnBOXoKS9IbN-ws3WB4x29jUBGXExkVnPop2lEpARyiJ_eJM6oNYjTtLXbq5RCjjAYfGN6XH53_mZIPss7L26tjLAbkl7r6wcxJLoB0W6E7UZGHjq_ehcpHi4MvQMW4mm6yeVcg=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Abika%20Elite&query_place_id=ChIJtw2XNTx0YzkRZU6x72yEaLM","1664"
,"3-star hotel","Ujjain","Madhya Pradesh","456006",,"23.1883577","75.7740239","Hotel","HOTEL MIDLAND","6/1, Ram Ji Gali, near Shri Dwarkadhish Gopal Mandir Ujjain, Kamri Marg, Ujjain, Madhya Pradesh 456006, India",,"+91 734 401 0111","https://lh3.googleusercontent.com/p/AF1QipOXdzKStD4SAwgfaiLEwk_Tj9mAF5Ai-YfCF0iU=w408-h271-k-no","https://www.google.com/maps/search/?api=1&query=HOTEL%20MIDLAND&query_place_id=ChIJv8w-Cxl0YzkRu-zsguqeOsk","863"
,,"Ujjain","Madhya Pradesh","456006",,"23.1893137","75.7686","Hotel","Hotel Junagadh palace","Kartik Chowk, Ujjain, Madhya Pradesh 456006, India",,"+91 94245 15148","https://lh3.googleusercontent.com/p/AF1QipPC8UL7CRRd1wYzopMfxEwyzSvot9jqVILakB-W=w408-h432-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Junagadh%20palace&query_place_id=ChIJ1aPXSLh1YzkRBaiF4ev4XEM","93"
,,"Ujjain","Madhya Pradesh","456006",,"23.1881567","75.7722136","Hotel","Hotel Mani","Gopal Mandir, in front of Dwarkadhish, Chatri Chowk, Ujjain, Madhya Pradesh 456006, India",,"+91 83570 52734","https://lh3.googleusercontent.com/p/AF1QipMBqDPkB1pA7myUWLbg__B04JV8GmS6Wwtbrec=w408-h272-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Mani&query_place_id=ChIJD65PYXZ1YzkRpmiZbFdnQy4","65"
"https://www.instagram.com/shivashray_luxurystays?igsh=N3hqb2cxcmloZ200&utm_source=qr",,"Ujjain","Madhya Pradesh","456010",,"23.1959453","75.7730572","Hotel","Shivashray Luxury Stays & Inn","81, Gautam Marg, Jain Colony, Nayapura, Urdupura, Ujjain, Madhya Pradesh 456010, India",,"+91 87199 57780","https://lh3.googleusercontent.com/p/AF1QipNJNhAJUe0bTngZInP_dqk0gINgHM1y83EECsqc=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Shivashray%20Luxury%20Stays%20%26%20Inn&query_place_id=ChIJf7lNQwB1YzkRpPNX45gyDv8","51"
"https://www.booking.com/hotel/in/shri-krishna-palace-ujjain.html",,"Ujjain","Madhya Pradesh","456006",,"23.1901148","75.7672539","Hotel","Hotel Shree krishna palace","97, Danigate, Ujjain, Madhya Pradesh 456006, India",,"+91 95221 50673","https://lh3.googleusercontent.com/p/AF1QipPsrR8uYsx2JW-YzEWm2fp0PI5UfZz0O6-RgTLZ=w408-h650-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Shree%20krishna%20palace&query_place_id=ChIJjR8y5WB1YzkRFc7Cr1zIiyY","184"
,,"Ujjain","Madhya Pradesh","456001",,"23.1886325","75.7670764","Guest house","Hotel Shree Ayodhya Guest House","67, Kartik Chowk, Near Gangaur Darwaza, Ujjain, Madhya Pradesh, 456006, Swari Marg, Ujjain, Madhya Pradesh 456001, India",,,"https://lh3.googleusercontent.com/p/AF1QipNGHfX_X-VE0PaI40QO5FPxnvv4ZQUjksT8Gdyl=w408-h725-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Shree%20Ayodhya%20Guest%20House&query_place_id=ChIJTaCt3q91YzkRAnWDONA63tw","51"
,,"Ujjain","Madhya Pradesh","456006",,"23.2020118","75.7750844","Homestay","Sanwariya Home Stay","15 Harinagar, Road, near Gumandev Hanuman Mandir, Pipli Naka Chouraha, Ujjain, Madhya Pradesh 456006, India",,"+91 78794 66859","https://lh3.googleusercontent.com/p/AF1QipNAhVkR-Osf0YTdUNdV7qQvHzogpKXzR5iZwrpm=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Sanwariya%20Home%20Stay&query_place_id=ChIJu1NyXwB1YzkRAO8o5JjgqVE","20"
,,"Ujjain","Madhya Pradesh","456001",,"23.1897348","75.7671778","Hotel","HOTEL OM RATN","53, near JAIN MANDIR, CHORAHA, Danigate, Ujjain, Madhya Pradesh 456001, India",,,"https://lh3.googleusercontent.com/p/AF1QipOOKkGFXGfQjiqWYXz-QOZapenkAq_2Vu2gp9ry=w408-h612-k-no","https://www.google.com/maps/search/?api=1&query=HOTEL%20OM%20RATN&query_place_id=ChIJu3KUjTl1YzkRN3Xq7PkpsTg","6"
,"3-star hotel","Ujjain","Madhya Pradesh","456006",,"23.1840681","75.7726251","Hotel","Hotel Sunshine Palace","gudri bazar, khudi ram boss marg, Ujjain, Madhya Pradesh 456006, India",,"+91 90466 09271","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyFH7svrZwuxRlyBY5T0b_NrzhTPZBOPvke8_5jauXtgI2IVsD9PrboMdTo2xKnzFhwCR2e5jIUnMhHPNWABO3ix1Rh6gq4f5M9Fi4jCAYFZ786RB0_fzECNlrQFn9DCllaAFMJWpg2Kgj=w426-h240-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Sunshine%20Palace&query_place_id=ChIJB_ZIJTh0YzkRITq-4iM6nUc","68"
,,"Ujjain","Madhya Pradesh","456006",,"23.1900974","75.7657102","Hotel","Hotel Shree Bageshwar Inn","75, Bina neev ki masjid, ke pass, Danigate, Ujjain, Madhya Pradesh 456006, India",,"+91 70001 92472","https://images.trvl-media.com/lodging/118000000/117560000/117552800/117552739/23ec890a_z.jpg","https://www.google.com/maps/search/?api=1&query=Hotel%20Shree%20Bageshwar%20Inn&query_place_id=ChIJryqVbO1zYzkR3fAIxRRag44","55"
,,"Ujjain","Madhya Pradesh","456006",,"23.201005","75.7765739","Homestay","Hotel rudra palace","ankpat chorah, front of ghyan sager school, 165, Gautam Marg, near jaat dharmshala, Urdupura, Ujjain, Madhya Pradesh 456006, India",,"+91 90399 06220","https://lh3.googleusercontent.com/p/AF1QipOH6zFULAoeJuTnmUuBZ145ZDos_ACvTfX5JqCN=w408-h272-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20rudra%20palace&query_place_id=ChIJJ6DXMQB1YzkRbJDeYHOduQM","38"
"https://surajvillageresort.com/",,"Gonsa, Ujjain","Madhya Pradesh","456010",,"23.199931","75.7550034","Hotel","Suraj a Village Resort","Nagtalai Mandir ke pas, Gonsa, Ujjain, Madhya Pradesh 456010, India",,"+91 98277 14329","https://lh3.googleusercontent.com/p/AF1QipMbUv6Z8ajx-qJg4SFq_J5KRYJunpSY3wjOfDeI=w519-h240-k-no","https://www.google.com/maps/search/?api=1&query=Suraj%20a%20Village%20Resort&query_place_id=ChIJ6w1JMnN1YzkRgv1mXYctIU4","66"
"http://hotelhoripalace.com/","2-star hotel","Ujjain","Madhya Pradesh","456006","Laid-back rooms in a relaxed hotel offering room service, plus free Wi-Fi & parking.","23.185437","75.767552","Hotel","Hotel Hori Palace","33, Harsiddh Road ,Near Mahakaleshwar Temple, Ujjain, Madhya Pradesh 456006, India","An 11-minute walk from Rudrasagar Lake, this casual hotel is 3 km from Ujjain Junction train station and 5 minutes by foot from the holy pilgrimage site of Ram Ghat.
 The airy, down-to-earth rooms feature flat-screen TVs and free Wi-Fi. Some rooms include sitting areas. Room service is available.
 Parking is complimentary. Transportation is available for a surcharge.","+91 70244 44234","https://lh3.googleusercontent.com/p/AF1QipOms6DeF4Z0yR31D8MN6iVX7i43OXUF7p8fBbLr=w426-h240-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Hori%20Palace&query_place_id=ChIJzZQG7zZ0YzkRIalkYpsOaiI","318"
,,"Ujjain","Madhya Pradesh","456006",,"23.1873285","75.7572307","Hotel","Shree Kesar Palace","Road, nr. Hanuman Gadi Barnagar, Ujjain, Madhya Pradesh 456006, India",,"+91 94253 79799","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0GoE0pf7pnWGDDr4ws87ZmQhfCAagdU-8d_h59UqHaeSQ-oNMzuV0BaNjos7jDkdhNR_63zwtU5_aMK7yaGT-OSzlsxIhPw1_17yjp5htGgCifaE-x4jAdFT0KwnObyKtPQLD9g=w533-h240-k-no","https://www.google.com/maps/search/?api=1&query=Shree%20Kesar%20Palace&query_place_id=ChIJ5R0-P1h1YzkR0ObSODFnxHE","84"
"https://www.makemytrip.com/hotels/pallav_guesthouse-details-ujjain.html=googlehoteldfinder_Old_DH_META_Free_default_IN_mob_localuniversal_202308021800172738&country=IN&locusId=CTXUJ&locusType=city&mtkeys=6cf23011-f8fc-405c-996b-ac177bb0dc8b&rank=1&roomCount=1&roomStayQualifier=2e0e&rsc=1e2e&searchText=Ujjain,%20India&topHtlId=202308021800172738&totalGuestCount=2",,"Ujjain","Madhya Pradesh","456001",,"23.1906616","75.7678674","Hotel","Pallav Guest House","5, Danigate, Ujjain, Madhya Pradesh 456001, India",,"+91 93990 70462","https://lh3.googleusercontent.com/p/AF1QipPJZVjLhLbtJ6l_-8rzxry3lfPNZp0wcNkhndkW=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=Pallav%20Guest%20House&query_place_id=ChIJyxFPPL51YzkRtUSDnEC2ysQ","53"
"https://sites.google.com/view/hotelprabhupalaceujjain/home",,"Ujjain","Madhya Pradesh","456006",,"23.18926","75.7686197","Hotel","Hotel Prabhu Palace","Mahakal Tent House, 36 , satyanarayan Mandir ki gali, Dhabha, road, Ujjain, Madhya Pradesh 456006, India",,"+91 97709 00324","https://lh3.googleusercontent.com/p/AF1QipP7ZjESINlzKjfhXD8gvr6ucxdMkfMTDtKASVI7=w408-h555-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Prabhu%20Palace&query_place_id=ChIJfaY-Hit1YzkRWADgswVOuTI","86"
,,"Ujjain","Madhya Pradesh","456006",,"23.1900535","75.7672254","Hotel","Hotel OM Palace","97, Chandrashekhar Azad Marg, Danigate, Ujjain, Madhya Pradesh 456006, India",,,"https://lh3.googleusercontent.com/p/AF1QipNHTBiB2OMHvlvw69AF0DKAQXba7L8iE4BnaC0D=w408-h544-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20OM%20Palace&query_place_id=ChIJTb0PLXl1YzkRLiJE1WqoQxw","28"
"https://maps.google.com/maps?hl=en-GB&gl=IN&um=1&ie=UTF-8&fb=1&sa=X&geocode=KYtB7m8fdWM5McZLOtgvFgRP&daddr=Kaivaliya+Guest+House,+77/1+Rajabhau,+Mahakal+Marg,+pandariba,+Ujjain,+Madhya+Pradesh+456006",,"Ujjain","Madhya Pradesh","456006",,"23.1873932","75.7681312","Guest house","Kaivaliya Guest House","77/1 Rajabhau, Mahakal Marg, pandariba, Ujjain, Madhya Pradesh 456006, India",,"+91 90392 23303","https://lh3.googleusercontent.com/p/AF1QipO5A53iWxLQa5Acn_yZFr40EePbJmvxNyQUAzEJ=w466-h240-k-no","https://www.google.com/maps/search/?api=1&query=Kaivaliya%20Guest%20House&query_place_id=ChIJi0Hubx91YzkRxks62C8WBE8","62"
,,"Ujjain","Madhya Pradesh","456006","Relaxed rooms with flat-screen TVs in a casual lodging featuring a laid-back vegetarian restaurant.","23.1847909","75.7704624","Hotel","Hotel Kanha","9, Mahakal Marg, Gudri Chauraha, Bakshi Bazar, Raja Bhaou, Ujjain, Madhya Pradesh 456006, India","In a commercial area 2 km from Ujjain Junction train station, this relaxed hotel is an 8-minute walk from the ancient Mahakaleshwar Jyotirling temple, and a 9-minute walk from the Ram Ghat along Shipra River.
 The unfussy rooms come with flat-screen TVs. Room service is available 24/7.
 There's an informal vegetarian restaurant serving a variety of Indian cuisine.","+91 734 404 1502","https://lh3.googleusercontent.com/p/AF1QipPpBwTT2jXvEjMmcV5ZHFUKAuFTuAJjvq2ARjae=w408-h272-k-no","https://www.google.com/maps/search/?api=1&query=Hotel%20Kanha&query_place_id=ChIJBzM-BDd0YzkRW0iJ__bAAKE","215"
,,"Ujjain","Madhya Pradesh","456006",,"23.2123445","75.7833189","Restaurant","MURLIWALA RESTAURANT UJJAIN","near SANDIPANI AASHRAM /aasaram bapu aashram k samne, Ujjain, Madhya Pradesh 456006, India",,"+91 70671 24727","https://lh3.googleusercontent.com/p/AF1QipO3jHn-QqdnCz8dFUUpDbgVBLtMPiVhcUB8bAzu=w408-h306-k-no","https://www.google.com/maps/search/?api=1&query=MURLIWALA%20RESTAURANT%20UJJAIN&query_place_id=ChIJMeXUCWp3YzkRWAPTT2ES7k0","59"
,,"Ujjain","Madhya Pradesh","456006",,"23.2143058","75.7839398","Restaurant","Heaven's light Restaurant & Cafe #1719","Mangalnath Setu, Ujjain, Madhya Pradesh 456006, India",,"+91 91793 13375","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npegBLhwuEPs_dvesv546tGQjC9j26e88NcdHSrjqnfstABdAJKl--VtxNCgM0yA5mCx7iTJejwTAFCrRiJBSC33qFfFt-UgU2exdDxxt_9UfYRAp1bv-JNdsXQxYMYMKPcsbz3=w480-h240-k-no","https://www.google.com/maps/search/?api=1&query=Heaven's%20light%20Restaurant%20%26%20Cafe%20%231719&query_place_id=ChIJW3EL0RR3YzkRW9XzRnZgEwA","54"
